cntyname,State,PUMA10,PUMA00,Pop14
Stafford KS,KS,1100,1100,4297
Stanton KS,KS,1200,1200,2111
Stevens KS,KS,1200,1200,5801
Sumner KS,KS,1100,1100,23528
Thomas KS,KS,100,100,7891
Trego KS,KS,100,100,2902
Wabaunsee KS,KS,802,900,7022
Wallace KS,KS,100,100,1506
Washington KS,KS,200,200,5598
Wichita KS,KS,100,1200,2176
Wilson KS,KS,900,1500,9028
Woodson KS,KS,900,1500,3157
Wyandotte KS,KS,500,500,161636
Adair KY,KY,600,600,19204
Allen KY,KY,400,500,20384
Anderson KY,KY,2000,1200,21888
Ballard KY,KY,100,100,8240
Barren KY,KY,400,500,43148
Bath KY,KY,2700,2100,12206
Bell KY,KY,900,800,27778
Boone KY,KY,2500,2500,126413
Bourbon KY,KY,2300,2000,19972
Boyd KY,KY,2800,2200,48832
Boyle KY,KY,2100,1200,29706
Bracken KY,KY,2700,2100,8406
Breathitt KY,KY,1000,900,13409
Breckinridge KY,KY,1300,1300,19888
Bullitt KY,KY,1600,1800,77955
Butler KY,KY,400,400,12875
Caldwell KY,KY,200,200,12725
Calloway KY,KY,100,100,38282
Campbell KY,KY,2600,2300,91833
Carlisle KY,KY,100,100,4978
Carroll KY,KY,2600,2500,10815
Carter KY,KY,2800,2100,0.982
Carter KY,KY,2800,2200,27222.018
Casey KY,KY,600,600,15891
Christian KY,KY,300,300,74250
Clark KY,KY,2300,1100,35758
Clay KY,KY,800,700,21147
Clinton KY,KY,600,600,10165
Crittenden KY,KY,200,200,9224
Cumberland KY,KY,600,600,6745
Daviess KY,KY,1500,1600,98275
Edmonson KY,KY,400,500,12013
Elliott KY,KY,2800,2200,7672
Estill KY,KY,2200,1100,14447
Fayette KY,KY,1901,1901,116375.38
Fayette KY,KY,1902,1902,194421.62
Fleming KY,KY,2700,2100,14545
Floyd KY,KY,1100,1000,38108
Franklin KY,KY,2000,2000,49880
Fulton KY,KY,100,100,6265
Gallatin KY,KY,2600,2500,8589
Garrard KY,KY,2100,1100,16858
Grant KY,KY,2600,2500,24875
Graves KY,KY,100,100,37618
Grayson KY,KY,1300,1300,26194
Green KY,KY,600,600,11043
Greenup KY,KY,2800,2200,36308
Hancock KY,KY,1500,1500,8753
Hardin KY,KY,1200,1400,18203.845
Hardin KY,KY,1300,1400,90062.155
Harlan KY,KY,900,800,28163
Harrison KY,KY,2300,2000,18592
Hart KY,KY,400,500,18597
Henderson KY,KY,1400,1500,46467
Henry KY,KY,1800,1800,15572
Hickman KY,KY,100,100,4734
Hopkins KY,KY,200,200,46376
Jackson KY,KY,800,700,13289
Jefferson KY,KY,1701,1701,127620.653
Jefferson KY,KY,1701,1705,75.89
Jefferson KY,KY,1702,1701,15097.022
Jefferson KY,KY,1702,1702,102938.904
Jefferson KY,KY,1702,1705,41.022
Jefferson KY,KY,1703,1703,108830.65
Jefferson KY,KY,1704,1703,130688.053
Jefferson KY,KY,1705,1704,125595.205
Jefferson KY,KY,1706,1705,149138.602
Jessamine KY,KY,2100,1200,50815
Johnson KY,KY,1100,1000,23262
Kenton KY,KY,2400,2400,163929
Knott KY,KY,1000,900,15892
Knox KY,KY,900,800,31798
Larue KY,KY,1200,1300,14180
Laurel KY,KY,800,700,60015
Lawrence KY,KY,2800,2200,15804
Lee KY,KY,1000,900,7594
Leslie KY,KY,1000,900,10918
Letcher KY,KY,1000,900,23359
Lewis KY,KY,2700,2100,13880
Lincoln KY,KY,2100,1100,24411.408
Lincoln KY,KY,2100,1200,33.592
Livingston KY,KY,200,200,9359
Logan KY,KY,400,400,26867
Lyon KY,KY,300,300,8430
Madison KY,KY,2200,1100,87340
Magoffin KY,KY,1100,1000,12913
Marion KY,KY,1200,1300,20007
Marshall KY,KY,100,100,30953
Martin KY,KY,1100,1000,12537
Mason KY,KY,2700,2100,17166
McCracken KY,KY,100,100,65316
McCreary KY,KY,700,600,17863
McLean KY,KY,1400,1600,9478
Meade KY,KY,1300,1400,29139
Menifee KY,KY,2700,2100,6287
Mercer KY,KY,2000,1200,21319
Metcalfe KY,KY,400,500,9990
Monroe KY,KY,400,500,10704
Montgomery KY,KY,2700,2100,27474
Morgan KY,KY,2700,2100,13303
Muhlenberg KY,KY,200,200,31207
Nelson KY,KY,1200,1300,44812
Nicholas KY,KY,2300,2000,7041
Ohio KY,KY,1400,1500,23977
Oldham KY,KY,1800,1800,63490
Owen KY,KY,2600,2500,10645
Owsley KY,KY,1000,900,4508
Pendleton KY,KY,2600,2300,14493
Perry KY,KY,1000,900,27597
Pike KY,KY,1100,1000,63034
Powell KY,KY,2200,1100,12434
Pulaski KY,KY,700,600,63825
Robertson KY,KY,2700,2100,2197
Rockcastle KY,KY,800,700,16826
Rowan KY,KY,2700,2100,23655
Russell KY,KY,600,600,17774
Scott KY,KY,2300,2000,51284
Shelby KY,KY,1600,1800,16738.799
Shelby KY,KY,1800,1800,28136.201
Simpson KY,KY,400,400,17826
Spencer KY,KY,1600,1800,17668
Taylor KY,KY,600,600,25242.574
Taylor KY,KY,600,1300,14.426
Todd KY,KY,300,300,12520
Trigg KY,KY,300,300,14142
Trimble KY,KY,1800,1800,8786
Union KY,KY,1400,1500,15165
Warren KY,KY,500,400,120460
Washington KY,KY,1200,1300,11959
Wayne KY,KY,700,600,20486
Webster KY,KY,1400,1500,13236
Whitley KY,KY,900,800,35503
Wolfe KY,KY,1000,900,7214
Woodford KY,KY,2000,1200,25563
Acadia Parish LA,LA,1100,1100,62486
Allen Parish LA,LA,800,800,25713
Ascension Parish LA,LA,1600,1600,117029
Assumption Parish LA,LA,2000,2100,23034
Avoyelles Parish LA,LA,600,600,41145
Beauregard Parish LA,LA,800,800,36198
Bienville Parish LA,LA,300,300,13885
Bossier Parish LA,LA,200,101,1765.109
Bossier Parish LA,LA,200,200,123298.891
Caddo Parish LA,LA,100,101,129333.6
Caddo Parish LA,LA,100,200,521.119
Caddo Parish LA,LA,101,102,122748.281
Calcasieu Parish LA,LA,800,900,85339.671
Calcasieu Parish LA,LA,900,900,111864.329
Caldwell Parish LA,LA,500,500,9894
Cameron Parish LA,LA,900,800,6679
Catahoula Parish LA,LA,600,600,10151
Claiborne Parish LA,LA,300,300,16412
Concordia Parish LA,LA,600,600,20466
De Soto Parish LA,LA,300,300,27142
East Baton Rouge Parish LA,LA,1500,1401,5955.387
East Baton Rouge Parish LA,LA,1500,1402,97596.609
East Baton Rouge Parish LA,LA,1500,1502,23906.67
East Baton Rouge Parish LA,LA,1501,1401,6628.244
East Baton Rouge Parish LA,LA,1501,1402,6665.737
East Baton Rouge Parish LA,LA,1501,1501,65987.557
East Baton Rouge Parish LA,LA,1501,1502,103862.078
East Baton Rouge Parish LA,LA,1502,1401,96711.965
East Baton Rouge Parish LA,LA,1502,1501,38727.752
East Carroll Parish LA,LA,500,500,7487
East Feliciana Parish LA,LA,1400,1300,19813
Evangeline Parish LA,LA,1000,1200,33700
Franklin Parish LA,LA,500,500,20441
Grant Parish LA,LA,600,600,22384
Iberia Parish LA,LA,1300,2500,73913
Iberville Parish LA,LA,1400,1300,33327
Jackson Parish LA,LA,500,500,15994
Jefferson Davis Parish LA,LA,900,800,31477
Jefferson Parish LA,LA,2300,1902,95368.529
Jefferson Parish LA,LA,2300,1904,12235.852
Jefferson Parish LA,LA,2301,1901,135829.34
Jefferson Parish LA,LA,2301,1902,2131.478
Jefferson Parish LA,LA,2302,1903,96712.287
Jefferson Parish LA,LA,2302,1904,37887.122
Jefferson Parish LA,LA,2500,1904,50230.756
Jefferson Parish LA,LA,2500,1905,5320.636
La Salle Parish LA,LA,600,600,14839
Lafayette Parish LA,LA,1200,1000,55815.738
Lafayette Parish LA,LA,1200,1100,65272.212
Lafayette Parish LA,LA,1201,1000,68851.889
Lafayette Parish LA,LA,1201,1100,45704.161
Lafourche Parish LA,LA,2000,2100,98020
Lincoln Parish LA,LA,300,300,47617
Livingston Parish LA,LA,1700,1600,135751
Madison Parish LA,LA,500,500,11843
Morehouse Parish LA,LA,500,500,26760
Natchitoches Parish LA,LA,300,300,39166
Orleans Parish LA,LA,2400,1801,78093.765
Orleans Parish LA,LA,2400,1802,56033.556
Orleans Parish LA,LA,2401,1802,27192.985
Orleans Parish LA,LA,2401,1803,40232.831
Orleans Parish LA,LA,2401,1804,51667.566
Orleans Parish LA,LA,2402,1803,75641.389
Orleans Parish LA,LA,2402,1804,55457.907
Ouachita Parish LA,LA,400,400,156325
Plaquemines Parish LA,LA,2500,1905,23447
Pointe Coupee Parish LA,LA,1400,1300,22406
Rapides Parish LA,LA,700,700,132488
Red River Parish LA,LA,300,300,8669
Richland Parish LA,LA,500,500,20740
Sabine Parish LA,LA,300,300,24199
St. Bernard Parish LA,LA,2500,1905,44409
St. Charles Parish LA,LA,1900,2400,52745
St. Helena Parish LA,LA,1700,1300,10619
St. James Parish LA,LA,1900,2400,21638
St. John the Baptist Parish LA,LA,1900,2400,43745
St. Landry Parish LA,LA,1000,1200,83709
St. Martin Parish LA,LA,1300,2300,53315
St. Mary Parish LA,LA,1300,2300,53162
St. Tammany Parish LA,LA,2200,2001,116684.112
St. Tammany Parish LA,LA,2200,2002,9594.84
St. Tammany Parish LA,LA,2201,2001,6463.87
St. Tammany Parish LA,LA,2201,2002,113086.178
Tangipahoa Parish LA,LA,1800,1700,127049
Tensas Parish LA,LA,500,500,4830
Terrebonne Parish LA,LA,2100,2200,113328
Union Parish LA,LA,500,500,22539
Vermilion Parish LA,LA,1100,1100,67.84
Vermilion Parish LA,LA,1100,2500,59548.16
Vernon Parish LA,LA,700,800,52132
Washington Parish LA,LA,1800,2001,46286
Webster Parish LA,LA,200,200,40333
West Baton Rouge Parish LA,LA,1400,1402,25085
West Carroll Parish LA,LA,500,500,11525
West Feliciana Parish LA,LA,1400,1300,15406
Winn Parish LA,LA,600,600,14743
Barnstable MA,MA,4700,4700,51053.623
Barnstable MA,MA,4700,4800,79513.641
Barnstable MA,MA,4800,4700,24554.717
Barnstable MA,MA,4800,4800,59792.02
Berkshire MA,MA,100,100,113040.921
Berkshire MA,MA,100,200,15674.079
Bristol MA,MA,4200,4200,116.239
Bristol MA,MA,4200,4300,114606.978
Bristol MA,MA,4301,4400,15695.349
Bristol MA,MA,4301,4500,53782.446
Bristol MA,MA,4302,4300,89.959
Bristol MA,MA,4302,4400,107983.354
Bristol MA,MA,4302,4500,102.089
Bristol MA,MA,4303,4100,13587.878
Bristol MA,MA,4303,4200,112727.943
Bristol MA,MA,4500,4500,112140.681
Bristol MA,MA,4901,4100,23309.534
Bristol MA,MA,4901,4200,51.55
Dukes MA,MA,4800,4700,17356
Essex MA,MA,701,700,127949.155
Essex MA,MA,701,800,63000.224
Essex MA,MA,702,800,63696.708
Essex MA,MA,702,900,16829.451
Essex MA,MA,702,1000,28682.095
Essex MA,MA,703,900,93803.853
Essex MA,MA,703,1000,11.384
Essex MA,MA,703,1100,109465.943
Essex MA,MA,704,1000,6.209
Essex MA,MA,704,1100,14280.506
Essex MA,MA,704,1200,96991.327
Essex MA,MA,1000,1000,92440.897
Essex MA,MA,1000,1100,14.489
Essex MA,MA,1000,1200,2.07
Essex MA,MA,1300,700,34359.525
Essex MA,MA,2800,1200,27556.13
Essex MA,MA,2800,2800,1.035
Franklin MA,MA,200,200,67204.325
Franklin MA,MA,200,1600,3657.675
Hampden MA,MA,1600,200,4667.57
Hampden MA,MA,1600,1500,3644.361
Hampden MA,MA,1600,1800,2639.334
Hampden MA,MA,1600,2000,20793.463
Hampden MA,MA,1600,2100,4478.685
Hampden MA,MA,1900,1700,3.03
Hampden MA,MA,1900,1900,154599.491
Hampden MA,MA,1901,1700,40281.906
Hampden MA,MA,1901,1800,108507.617
Hampden MA,MA,1902,1700,55855.287
Hampden MA,MA,1902,1900,7.071
Hampden MA,MA,1902,2000,72683.185
Hampshire MA,MA,200,200,6914.839
Hampshire MA,MA,200,1600,44370.214
Hampshire MA,MA,1600,200,1636.064
Hampshire MA,MA,1600,1600,58588.8
Hampshire MA,MA,1600,1700,16343.331
Hampshire MA,MA,1600,1800,8116.18
Hampshire MA,MA,1600,2000,24969.572
Middlesex MA,MA,400,300,3211.494
Middlesex MA,MA,400,400,24617.971
Middlesex MA,MA,400,500,11122.174
Middlesex MA,MA,501,500,116019.135
Middlesex MA,MA,501,600,12.537
Middlesex MA,MA,501,700,3.134
Middlesex MA,MA,501,1400,115.965
Middlesex MA,MA,502,600,111283.383
Middlesex MA,MA,503,500,3.134
Middlesex MA,MA,503,1300,25619.865
Middlesex MA,MA,503,1400,13939.806
Middlesex MA,MA,503,2600,6643.425
Middlesex MA,MA,503,2700,96091.993
Middlesex MA,MA,504,400,40220.984
Middlesex MA,MA,504,2500,105856.021
Middlesex MA,MA,505,2700,103909.693
Middlesex MA,MA,505,2800,22330.016
Middlesex MA,MA,505,3200,9.403
Middlesex MA,MA,505,3400,18.805
Middlesex MA,MA,506,2700,60.594
Middlesex MA,MA,506,3200,109805.093
Middlesex MA,MA,507,3000,230.885
Middlesex MA,MA,507,3100,122376.305
Middlesex MA,MA,507,3200,65.818
Middlesex MA,MA,508,3000,120791.452
Middlesex MA,MA,508,3100,3.134
Middlesex MA,MA,1000,1300,41411.974
Middlesex MA,MA,1300,500,72185.482
Middlesex MA,MA,1300,600,25.073
Middlesex MA,MA,1300,1300,23412.355
Middlesex MA,MA,1400,400,26797.273
Middlesex MA,MA,1400,1400,89984.513
Middlesex MA,MA,2400,2400,47080.668
Middlesex MA,MA,2800,1300,26057.606
Middlesex MA,MA,2800,2800,90400.315
Middlesex MA,MA,3400,2700,26.118
Middlesex MA,MA,3400,3400,88928.293
Middlesex MA,MA,3500,1400,13575.196
Middlesex MA,MA,3500,2500,4303.235
Middlesex MA,MA,3500,2600,11764.682
Nantucket MA,MA,4800,4700,10856
Norfolk MA,MA,2400,2400,21297.504
Norfolk MA,MA,2400,3500,12407.635
Norfolk MA,MA,2400,3600,4.128
Norfolk MA,MA,3400,3301,2.064
Norfolk MA,MA,3400,3400,60603.827
Norfolk MA,MA,3500,2500,5.16
Norfolk MA,MA,3500,2600,64443.549
Norfolk MA,MA,3500,3500,15085.431
Norfolk MA,MA,3601,2600,3.096
Norfolk MA,MA,3601,3500,54449.541
Norfolk MA,MA,3601,3600,78298.948
Norfolk MA,MA,3601,3700,50.563
Norfolk MA,MA,3602,2600,25497.36
Norfolk MA,MA,3602,3305,2.064
Norfolk MA,MA,3602,3500,29533.144
Norfolk MA,MA,3602,3700,66467.116
Norfolk MA,MA,3602,4000,53.659
Norfolk MA,MA,3603,3800,123079.531
Norfolk MA,MA,3900,3700,36901.983
Norfolk MA,MA,3900,3800,1.032
Norfolk MA,MA,3900,3900,63221.772
Norfolk MA,MA,4000,3700,27822.244
Norfolk MA,MA,4000,4000,4494.982
Norfolk MA,MA,4200,3600,8527.669
Plymouth MA,MA,3900,3900,33243.549
Plymouth MA,MA,4000,4000,96104.077
Plymouth MA,MA,4301,4500,16579.772
Plymouth MA,MA,4301,4600,22355.646
Plymouth MA,MA,4901,3900,17916.685
Plymouth MA,MA,4901,4000,16375.905
Plymouth MA,MA,4901,4100,63272.359
Plymouth MA,MA,4902,3900,24981.323
Plymouth MA,MA,4902,4100,55592.024
Plymouth MA,MA,4902,4600,30063.642
Plymouth MA,MA,4903,3900,18576.434
Plymouth MA,MA,4903,4600,111960.584
Suffolk MA,MA,3301,3301,123231.732
Suffolk MA,MA,3301,3302,5.313
Suffolk MA,MA,3301,3303,1770.366
Suffolk MA,MA,3302,2900,9.564
Suffolk MA,MA,3302,3302,151136.785
Suffolk MA,MA,3303,3304,116561.51
Suffolk MA,MA,3304,3303,133016.565
Suffolk MA,MA,3304,3305,177.462
Suffolk MA,MA,3305,3301,5.313
Suffolk MA,MA,3305,3303,13.814
Suffolk MA,MA,3305,3305,129752.12
Suffolk MA,MA,3305,3400,4.251
Suffolk MA,MA,3305,3800,39.318
Suffolk MA,MA,3306,2900,110935.869
Suffolk MA,MA,3306,3000,20.19
Suffolk MA,MA,3306,3100,5.313
Suffolk MA,MA,3306,3304,568.515
Worcester MA,MA,300,2300,184428.292
Worcester MA,MA,301,300,120885.617
Worcester MA,MA,302,200,4063.545
Worcester MA,MA,302,1500,46910.563
Worcester MA,MA,302,2200,71504.737
Worcester MA,MA,302,2300,47.878
Worcester MA,MA,303,400,2923.633
Worcester MA,MA,303,1500,51332.686
Worcester MA,MA,303,2200,54349.019
Worcester MA,MA,303,2300,14.262
Worcester MA,MA,303,2400,7682.942
Worcester MA,MA,304,2100,129813.395
Worcester MA,MA,304,3600,24413.866
Worcester MA,MA,400,200,20515.349
Worcester MA,MA,400,300,24849.865
Worcester MA,MA,400,400,14843.297
Worcester MA,MA,400,1500,11435.787
Worcester MA,MA,1400,400,4988.513
Worcester MA,MA,2400,2400,38463.605
Worcester MA,MA,2400,3600,8.15
Allegany MD,MD,100,100,72952
Anne Arundel MD,MD,1201,1201,157800.202
Anne Arundel MD,MD,1201,1202,3753.625
Anne Arundel MD,MD,1202,1202,114400.666
Anne Arundel MD,MD,1203,1203,140787.517
Anne Arundel MD,MD,1204,1201,116.682
Anne Arundel MD,MD,1204,1204,143274.307
Baltimore city MD,MD,801,801,96539.981
Baltimore city MD,MD,801,805,43605.269
Baltimore city MD,MD,802,802,86707.056
Baltimore city MD,MD,802,805,25057.709
Baltimore city MD,MD,803,802,12171.804
Baltimore city MD,MD,803,803,108649.602
Baltimore city MD,MD,804,804,131092.62
Baltimore city MD,MD,805,805,21124.138
Baltimore city MD,MD,805,806,97844.819
Baltimore MD,MD,501,501,121848.402
Baltimore MD,MD,502,502,127369.597
Baltimore MD,MD,503,503,115758.139
Baltimore MD,MD,504,504,119410.859
Baltimore MD,MD,505,505,112779.262
Baltimore MD,MD,506,506,115734.514
Baltimore MD,MD,507,507,114024.227
Calvert MD,MD,1500,1500,90613
Caroline MD,MD,1300,1300,32538
Carroll MD,MD,400,400,167830
Cecil MD,MD,700,700,102383
Charles MD,MD,1600,1600,154747
Dorchester MD,MD,1300,1300,32578
Frederick MD,MD,301,300,125826.447
Frederick MD,MD,302,300,117848.553
Garrett MD,MD,100,100,29679
Harford MD,MD,601,601,137004.778
Harford MD,MD,602,602,113100.222
Howard MD,MD,901,901,137162.932
Howard MD,MD,902,902,172121.068
Kent MD,MD,1300,700,19820
Montgomery MD,MD,1001,1001,138903.683
Montgomery MD,MD,1002,1002,136078.847
Montgomery MD,MD,1003,1003,187304.452
Montgomery MD,MD,1004,1003,3.181
Montgomery MD,MD,1004,1004,188899.254
Montgomery MD,MD,1005,1005,143040.202
Montgomery MD,MD,1006,1005,1.06
Montgomery MD,MD,1006,1006,122494.397
Montgomery MD,MD,1007,1007,113721.923
Prince Georges MD,MD,1101,1101,119696.453
Prince Georges MD,MD,1102,1102,137872.624
Prince Georges MD,MD,1103,1103,111411.798
Prince Georges MD,MD,1104,1104,101278.311
Prince Georges MD,MD,1104,1107,17032.304
Prince Georges MD,MD,1105,1105,174328.668
Prince Georges MD,MD,1106,1106,122338.241
Prince Georges MD,MD,1107,1106,28248.903
Prince Georges MD,MD,1107,1107,92222.698
Queen Annes MD,MD,1300,1300,48804
Somerset MD,MD,1400,1400,25859
St. Marys MD,MD,1500,1500,110382
Talbot MD,MD,1300,1300,37643
Washington MD,MD,200,200,149573
Wicomico MD,MD,1400,1400,101539
Worcester MD,MD,1400,1400,51675
Androscoggin ME,ME,600,700,107440
Aroostook ME,ME,100,1000,69447
Cumberland ME,ME,700,100,3823.343
Cumberland ME,ME,700,300,32717.069
Cumberland ME,ME,700,400,32698.678
Cumberland ME,ME,800,100,15383.286
Cumberland ME,ME,800,300,10093.749
Cumberland ME,ME,900,300,81793.184
Cumberland ME,ME,1000,200,110962.779
Cumberland ME,ME,1000,300,324.913
Franklin ME,ME,200,800,30296
Hancock ME,ME,500,500,54696
Kennebec ME,ME,400,600,121112
Knox ME,ME,500,500,39676
Lincoln ME,ME,500,400,34170
Oxford ME,ME,200,800,57238
Penobscot ME,ME,300,900,153414
Piscataquis ME,ME,200,900,17026
Sagadahoc ME,ME,700,400,35045
Somerset ME,ME,200,800,51163
Waldo ME,ME,500,500,35268.331
Waldo ME,ME,500,900,3782.669
Washington ME,ME,100,1000,31808
York ME,ME,800,100,135129.59
York ME,ME,800,300,16318.995
York ME,ME,900,100,40480.842
York ME,ME,900,300,8780.573
Alcona MI,MI,300,500,10454
Alger MI,MI,200,200,9459
Allegan MI,MI,900,1700,113847
Alpena MI,MI,300,500,28988
Antrim MI,MI,400,400,23267
Arenac MI,MI,1300,600,15353
Baraga MI,MI,100,200,8654
Barry MI,MI,2000,1700,59281
Bay MI,MI,1400,800,106179
Benzie MI,MI,500,1600,17519
Berrien MI,MI,2400,2400,155233
Branch MI,MI,2200,2700,43545
Calhoun MI,MI,2000,2800,134878
Cass MI,MI,2300,2700,51608
Charlevoix MI,MI,400,400,26121
Cheboygan MI,MI,300,500,25675
Chippewa MI,MI,200,300,38321
Clare MI,MI,1200,1000,30652
Clinton MI,MI,1900,2000,77297
Crawford MI,MI,300,500,13745
Delta MI,MI,200,300,36559
Dickinson MI,MI,100,100,25957
Eaton MI,MI,1900,1800,4763.978
Eaton MI,MI,1900,2000,103815.022
Emmet MI,MI,400,400,33204
Genesee MI,MI,1701,2302,96007.615
Genesee MI,MI,1702,2301,104812.628
Genesee MI,MI,1703,2200,99331.798
Genesee MI,MI,1703,2302,3.879
Genesee MI,MI,1704,2302,112739.08
Gladwin MI,MI,1300,600,25411
Gogebic MI,MI,100,100,15737
Grand Traverse MI,MI,500,1600,90782
Gratiot MI,MI,1200,1000,41665
Hillsdale MI,MI,2500,3000,45830
Houghton MI,MI,100,100,36495
Huron MI,MI,1600,700,32065
Ingham MI,MI,1801,1800,3991.716
Ingham MI,MI,1801,1900,165226.651
Ingham MI,MI,1802,1800,107026.62
Ingham MI,MI,1802,1900,8337.013
Ionia MI,MI,1100,2100,64294
Iosco MI,MI,1300,600,25420
Iron MI,MI,100,100,11387
Isabella MI,MI,1200,1000,70616
Jackson MI,MI,2600,2900,159741
Kalamazoo MI,MI,2101,2601,5060.956
Kalamazoo MI,MI,2101,2602,128481.072
Kalamazoo MI,MI,2102,2601,124678.376
Kalamazoo MI,MI,2102,2602,597.596
Kalkaska MI,MI,400,400,17394
Kent MI,MI,1001,1300,785.212
Kent MI,MI,1001,1403,144905.088
Kent MI,MI,1002,1300,193202.955
Kent MI,MI,1002,1401,3922.929
Kent MI,MI,1002,1403,35.502
Kent MI,MI,1003,1300,2345.195
Kent MI,MI,1003,1401,162359.356
Kent MI,MI,1004,1402,121680.763
Keweenaw MI,MI,100,100,2217
Lake MI,MI,600,1100,11341
Lapeer MI,MI,1701,3500,88153
Leelanau MI,MI,500,1600,21915
Lenawee MI,MI,2500,3000,99047
Livingston MI,MI,2800,3400,185596
Luce MI,MI,200,300,6426
Mackinac MI,MI,200,300,11042
Macomb MI,MI,3001,4103,43934.361
Macomb MI,MI,3001,4104,77888.708
Macomb MI,MI,3002,4103,80348.426
Macomb MI,MI,3002,4104,81390.611
Macomb MI,MI,3003,3900,132649.922
Macomb MI,MI,3004,4102,155639.344
Macomb MI,MI,3005,4101,142709.712
Macomb MI,MI,3006,4000,137106.053
Macomb MI,MI,3006,4101,8444.864
Manistee MI,MI,500,1600,24420
Marquette MI,MI,100,200,67676
Mason MI,MI,600,1100,28824
Mecosta MI,MI,1100,1100,43186
Menominee MI,MI,200,200,23714
Midland MI,MI,1400,800,83427
Missaukee MI,MI,400,400,15037
Monroe MI,MI,3300,3100,149824
Montcalm MI,MI,1100,2100,62893
Montmorency MI,MI,300,500,9300
Muskegon MI,MI,700,1200,172344
Newaygo MI,MI,600,1100,47900
Oakland MI,MI,2901,2501,38121.445
Oakland MI,MI,2901,2502,93525.613
Oakland MI,MI,2902,2501,133613.46
Oakland MI,MI,2902,4103,7.207
Oakland MI,MI,2903,2504,168726.617
Oakland MI,MI,2904,2503,158024.651
Oakland MI,MI,2905,2502,122796.186
Oakland MI,MI,2906,2503,3295.526
Oakland MI,MI,2906,2504,4.118
Oakland MI,MI,2906,2505,152751.397
Oakland MI,MI,2907,2506,170825.829
Oakland MI,MI,2908,2507,94502.637
Oakland MI,MI,2908,2508,101673.315
Oceana MI,MI,600,1100,26221
Ogemaw MI,MI,1300,600,21039
Ontonagon MI,MI,100,100,6172
Osceola MI,MI,1100,1100,23169
Oscoda MI,MI,300,500,8371
Otsego MI,MI,300,500,24158
Ottawa MI,MI,801,1500,146888.755
Ottawa MI,MI,802,1500,129403.245
Presque Isle MI,MI,300,500,13004
Roscommon MI,MI,1300,600,23955
Saginaw MI,MI,1500,900,195012
Sanilac MI,MI,1600,700,41587
Schoolcraft MI,MI,200,300,8171
Shiawassee MI,MI,1704,2302,68933
St. Clair MI,MI,3100,3500,160078
St. Joseph MI,MI,2200,2700,60946
Tuscola MI,MI,1600,700,54000
Van Buren MI,MI,2300,2602,75199
Washtenaw MI,MI,2701,3300,109579.118
Washtenaw MI,MI,2702,3200,116852.375
Washtenaw MI,MI,2702,3300,2284.343
Washtenaw MI,MI,2703,3200,13.456
Washtenaw MI,MI,2703,3300,128144.709
Wayne MI,MI,3201,3803,185028.811
Wayne MI,MI,3202,3600,93971.841
Wayne MI,MI,3202,3802,46880.26
Wayne MI,MI,3203,3802,151149.627
Wayne MI,MI,3204,3806,150006.75
Wayne MI,MI,3205,3804,109099.696
Wayne MI,MI,3206,3805,129004.564
Wayne MI,MI,3207,3807,116679.133
Wayne MI,MI,3208,3705,85016.879
Wayne MI,MI,3208,3708,70197.281
Wayne MI,MI,3209,3704,96291.523
Wayne MI,MI,3209,3708,31765.006
Wayne MI,MI,3210,3703,58095.772
Wayne MI,MI,3210,3707,71944.07
Wayne MI,MI,3211,3701,48912.042
Wayne MI,MI,3211,3702,66409.016
Wayne MI,MI,3211,3703,1902.857
Wayne MI,MI,3211,3706,7666.68
Wayne MI,MI,3212,3701,45991.355
Wayne MI,MI,3212,3706,83075.248
Wayne MI,MI,3213,3701,1292.159
Wayne MI,MI,3213,3702,9989.27
Wayne MI,MI,3213,3703,13358.771
Wayne MI,MI,3213,3801,91070.542
Wayne MI,MI,3213,4101,4.847
Wexford MI,MI,400,400,32886
Aitkin MN,MN,300,500,15771
Anoka MN,MN,1101,1001,88895.552
Anoka MN,MN,1101,1002,17733.645
Anoka MN,MN,1102,1002,118993.769
Anoka MN,MN,1103,1001,116241.034
Becker MN,MN,200,200,33259
Beltrami MN,MN,200,200,45664
Benton MN,MN,1000,800,39506
Big Stone MN,MN,800,700,5127
Blue Earth MN,MN,2200,2000,65385
Brown MN,MN,2000,1900,25292
Carlton MN,MN,300,500,32445.746
Carlton MN,MN,400,500,3125.254
Carver MN,MN,1700,1100,97338
Cass MN,MN,300,300,28559
Chippewa MN,MN,2000,1900,12110
Chisago MN,MN,600,900,54025
Clay MN,MN,100,100,61286
Clearwater MN,MN,200,200,8791
Cook MN,MN,400,300,5233
Cottonwood MN,MN,2100,2500,11633
Crow Wing MN,MN,700,500,63265
Dakota MN,MN,1501,1201,155466.397
Dakota MN,MN,1502,1203,143830.146
Dakota MN,MN,1503,1202,113232.458
Dodge MN,MN,2400,2400,20353
Douglas MN,MN,800,600,36790
Faribault MN,MN,2100,2500,14192
Fillmore MN,MN,2600,2200,20776
Freeborn MN,MN,2400,2400,30840
Goodhue MN,MN,2300,2100,46423
Grant MN,MN,800,700,5956
Hennepin MN,MN,1401,1401,113045.339
Hennepin MN,MN,1401,1402,5.259
Hennepin MN,MN,1402,1402,108959.287
Hennepin MN,MN,1403,1402,112646.726
Hennepin MN,MN,1404,1403,112451.1
Hennepin MN,MN,1405,1301,136272.205
Hennepin MN,MN,1405,1401,5422.828
