cntyname,State,PUMA,Pop10,Pop14
Cannon TN,TN,600,13801,13757
Clay TN,TN,600,7861,7765
DeKalb TN,TN,600,18723,19268
Fentress TN,TN,600,17959,17855
Jackson TN,TN,600,11638,11568
Macon TN,TN,600,22248,23003
Overton TN,TN,600,22083,22028
Pickett TN,TN,600,5077,5124
Smith TN,TN,600,19166,19009
Trousdale TN,TN,600,7870,8002
Van Buren TN,TN,600,5548,5633
Warren TN,TN,600,39839,39969
Campbell TN,TN,700,40716,39918
Claiborne TN,TN,700,32213,31592
Hancock TN,TN,700,6819,6657
Morgan TN,TN,700,21987,21660
Scott TN,TN,700,22228,21987
Sullivan TN,TN,801,106352,106503.909
Hawkins TN,TN,802,56833,56735
Sullivan TN,TN,802,50471,50543.091
Carter TN,TN,900,57424,56886
Greene TN,TN,900,68831,68335
Johnson TN,TN,900,18244,17859
Unicoi TN,TN,900,18313,17963
Washington TN,TN,1000,122979,126242
Cocke TN,TN,1100,35662,35374
Grainger TN,TN,1100,22657,22864
Hamblen TN,TN,1100,62544,63036
Jefferson TN,TN,1200,51407,52677
Sevier TN,TN,1200,89889,95110
Knox TN,TN,1301,240813,249960.224
Anderson TN,TN,1302,75129,75528
Knox TN,TN,1302,15648,16242.385
Union TN,TN,1302,19109,19113
Knox TN,TN,1400,175765,182441.391
Blount TN,TN,1500,123010,126339
Loudon TN,TN,1600,48556,50771
Monroe TN,TN,1600,44519,45233
Roane TN,TN,1600,54181,52748
Bradley TN,TN,1700,98963,102975
McMinn TN,TN,1700,52266,52626
Polk TN,TN,1700,16825,16730
Hamilton TN,TN,1800,166976,174299.435
Hamilton TN,TN,1900,169481,176914.302
Bledsoe TN,TN,2000,12876,13931
Grundy TN,TN,2000,13703,13425
Hamilton TN,TN,2000,6,6.263
Marion TN,TN,2000,28237,28407
Meigs TN,TN,2000,11753,11701
Rhea TN,TN,2000,31809,32641
Sequatchie TN,TN,2000,14112,14704
Cumberland TN,TN,2100,56053,57985
Putnam TN,TN,2100,72321,74165
White TN,TN,2100,25841,26301
Davidson TN,TN,2201,155876,166239.693
Davidson TN,TN,2202,104563,111515.057
Davidson TN,TN,2203,141659,151077.45
Davidson TN,TN,2204,114713,122339.898
Davidson TN,TN,2205,109856,117159.971
Rutherford TN,TN,2300,262604,288906
Williamson TN,TN,2400,183182,205226
Coffee TN,TN,2500,52796,53623
Franklin TN,TN,2500,41052,41402
Lincoln TN,TN,2500,33361,33637
Moore TN,TN,2500,6362,6319
Bedford TN,TN,2600,45058,46627
Marshall TN,TN,2600,30617,31269
Maury TN,TN,2600,80956,85515
Giles TN,TN,2700,29485,28853
Hickman TN,TN,2700,24690,24384
Lawrence TN,TN,2700,41869,42274
Lewis TN,TN,2700,12161,11906
Perry TN,TN,2700,7915,7822
Wayne TN,TN,2700,17021,16913
Chester TN,TN,2800,8,8.116
Decatur TN,TN,2800,11757,11666
Hardeman TN,TN,2800,27253,25965
Hardin TN,TN,2800,26026,25870
Haywood TN,TN,2800,18787,18185
Henderson TN,TN,2800,27769,28009
McNairy TN,TN,2800,25983,26174.323
Chester TN,TN,2900,17123,17370.884
McNairy TN,TN,2900,92,92.677
Madison TN,TN,2900,98294,98178
Fayette TN,TN,3000,38413,39011
Lauderdale TN,TN,3000,27815,27382
Tipton TN,TN,3000,61081,61623
Shelby TN,TN,3101,142968,144687.819
Shelby TN,TN,3102,126917,128443.735
Shelby TN,TN,3103,126096,127612.859
Shelby TN,TN,3104,117160,118569.364
Shelby TN,TN,3105,88898,89967.39
Shelby TN,TN,3201,194365,196703.094
Shelby TN,TN,3202,131240,132818.738
Armstrong TX,TX,100,1901,1955
Briscoe TX,TX,100,1637,1536
Carson TX,TX,100,6182,6013
Castro TX,TX,100,8062,7781
Childress TX,TX,100,7041,7089
Collingsworth TX,TX,100,3057,3017
Dallam TX,TX,100,6703,7135
Deaf Smith TX,TX,100,19372,19195
Donley TX,TX,100,3677,3543
Gray TX,TX,100,22535,23044
Hall TX,TX,100,3353,3147
Hansford TX,TX,100,5613,5509
Hartley TX,TX,100,6062,6089
Hemphill TX,TX,100,3807,4180
Hutchinson TX,TX,100,22150,21773
Lipscomb TX,TX,100,3302,3553
Moore TX,TX,100,21904,22148
Ochiltree TX,TX,100,10223,10758
Oldham TX,TX,100,2052,2070
Parmer TX,TX,100,10269,9908
Roberts TX,TX,100,929,928
Sherman TX,TX,100,3034,3084
Swisher TX,TX,100,7854,7581
Wheeler TX,TX,100,5410,5714
Potter TX,TX,200,121073,121627
Randall TX,TX,300,120725,128220
Bailey TX,TX,400,7165,6910
Cochran TX,TX,400,3127,2935
Crosby TX,TX,400,6059,5899
Dickens TX,TX,400,2444,2218
Floyd TX,TX,400,6446,5949
Garza TX,TX,400,6461,6435
Hale TX,TX,400,36273,34720
Hockley TX,TX,400,22935,23577
King TX,TX,400,286,262
Lamb TX,TX,400,13977,13574
Lynn TX,TX,400,5915,5771
Motley TX,TX,400,1210,1153
Terry TX,TX,400,12651,12739
Yoakum TX,TX,400,7879,8286
Lubbock TX,TX,501,112013,118096.301
Lubbock TX,TX,502,166818,175877.699
Archer TX,TX,600,9054,8811
Baylor TX,TX,600,3726,3592
Clay TX,TX,600,10752,10370
Cooke TX,TX,600,2,2.017
Cottle TX,TX,600,1505,1415
Foard TX,TX,600,1336,1275
Hardeman TX,TX,600,4139,3928
Jack TX,TX,600,9044,8855
Knox TX,TX,600,3719,3858
Montague TX,TX,600,19719,19416
Tarrant TX,TX,600,24,25.809
Wilbarger TX,TX,600,13535,12973
Wise TX,TX,600,59127,61638
Young TX,TX,600,18550,18350
Wichita TX,TX,700,131500,132355
Cooke TX,TX,800,38435,38758.983
Grayson TX,TX,800,120877,123534
Fannin TX,TX,900,33915,33752
Hunt TX,TX,900,86129,88493
Delta TX,TX,1000,5231,5238
Franklin TX,TX,1000,10605,10600
Hopkins TX,TX,1000,35161,35921
Lamar TX,TX,1000,49793,49523
Morris TX,TX,1000,12934,12743
Red River TX,TX,1000,12860,12446
Titus TX,TX,1000,32334,32506
Bowie TX,TX,1100,92565,93275
Cass TX,TX,1100,30464,30261
Camp TX,TX,1200,12401,12621
Marion TX,TX,1200,10546,10149
Rains TX,TX,1200,10914,11032
Upshur TX,TX,1200,39309,40354
Van Zandt TX,TX,1200,52579,52910
Wood TX,TX,1200,41964,42852
Gregg TX,TX,1300,121730,123204
Harrison TX,TX,1300,65631,67336
Smith TX,TX,1400,209714,218842
Cherokee TX,TX,1500,50845,50902
Panola TX,TX,1500,23796,23769
Rusk TX,TX,1500,53330,53923
Jasper TX,TX,1600,35710,35552
Newton TX,TX,1600,14445,14138
Sabine TX,TX,1600,10834,10350
San Augustine TX,TX,1600,8865,8610
Shelby TX,TX,1600,25448,25515
Tyler TX,TX,1600,21766,21418
Angelina TX,TX,1700,86771,87750
Nacogdoches TX,TX,1700,64524,65301
Anderson TX,TX,1800,58458,57627
Henderson TX,TX,1800,78532,79290
Kaufman TX,TX,1800,84,90.41
Falls TX,TX,1900,17866,16989
Freestone TX,TX,1900,19812,19758.011
Hill TX,TX,1900,35089,34848
Limestone TX,TX,1900,23384,23524
Navarro TX,TX,1900,47735,48195
Kaufman TX,TX,2000,103266,111145.59
Rockwall TX,TX,2000,78337,87809
Collin TX,TX,2101,265358,300260.093
Collin TX,TX,2102,261946,296399.318
Collin TX,TX,2103,139254,157569.845
Collin TX,TX,2104,115783,131011.744
Denton TX,TX,2201,322736,366936.65
Tarrant TX,TX,2201,732,787.162
Denton TX,TX,2202,339878,386426.35
Tarrant TX,TX,2202,105,112.913
Dallas TX,TX,2301,99879,106226.469
Dallas TX,TX,2302,131295,139639.006
Dallas TX,TX,2303,156559,166508.573
Dallas TX,TX,2304,181036,192541.126
Dallas TX,TX,2305,134696,143256.145
Dallas TX,TX,2306,172119,183057.436
Dallas TX,TX,2307,136261,144920.603
Dallas TX,TX,2308,194316,206665.091
Dallas TX,TX,2309,120419,128071.819
Dallas TX,TX,2310,110307,117317.185
Dallas TX,TX,2311,216293,230038.764
Dallas TX,TX,2312,152434,162121.423
Dallas TX,TX,2313,130832,139146.582
Dallas TX,TX,2314,223227,237413.431
Dallas TX,TX,2315,208466,221714.346
Ellis TX,TX,2400,149610,159317
Tarrant TX,TX,2501,142808,153569.79
Tarrant TX,TX,2502,129679,139451.409
Tarrant TX,TX,2503,232435,249950.942
Tarrant TX,TX,2504,271236,291675.925
Tarrant TX,TX,2505,146782,157843.264
Tarrant TX,TX,2506,224122,241011.487
Tarrant TX,TX,2507,146725,157781.969
Tarrant TX,TX,2508,167957,180613.979
Tarrant TX,TX,2509,214786,230971.94
Tarrant TX,TX,2510,111578,119986.345
Parker TX,TX,2511,116927,123164
Tarrant TX,TX,2511,20065,21577.067
Johnson TX,TX,2600,150934,157456
Bosque TX,TX,2700,18212,17780
Callahan TX,TX,2700,13544,13513
Comanche TX,TX,2700,13974,13550
Eastland TX,TX,2700,18583,18176
Erath TX,TX,2700,37890,40147
Hood TX,TX,2700,51182,53921
Somervell TX,TX,2700,8490,8694
Fisher TX,TX,2800,3974,3831
Haskell TX,TX,2800,5899,5769
Jones TX,TX,2800,20202,19936
Kent TX,TX,2800,808,785
Mitchell TX,TX,2800,9403,9076
Nolan TX,TX,2800,15216,15093
Palo Pinto TX,TX,2800,28111,28096
Scurry TX,TX,2800,16921,17328
Shackelford TX,TX,2800,3378,3343
Stephens TX,TX,2800,9630,9405
Stonewall TX,TX,2800,1490,1403
Throckmorton TX,TX,2800,1641,1608
Taylor TX,TX,2900,131506,135143
Coke TX,TX,3000,3320,3254
Tom Green TX,TX,3000,110224,116608
Borden TX,TX,3100,641,652
Concho TX,TX,3100,4087,4050
Crockett TX,TX,3100,3719,3812
Dawson TX,TX,3100,13833,13372
Glasscock TX,TX,3100,1226,1291
Howard TX,TX,3100,35012,36651
Irion TX,TX,3100,1599,1574
Kimble TX,TX,3100,4607,4438
McCulloch TX,TX,3100,8283,8199
Martin TX,TX,3100,4799,5460
Mason TX,TX,3100,4012,4071
Menard TX,TX,3100,2242,2147
Reagan TX,TX,3100,3367,3755
Runnels TX,TX,3100,10501,10416
Schleicher TX,TX,3100,3461,3162
Sterling TX,TX,3100,1143,1339
Sutton TX,TX,3100,4128,3972
Upton TX,TX,3100,3355,3454
Midland TX,TX,3200,136872,155830
Ector TX,TX,3300,137130,153904
Andrews TX,TX,3400,14786,17477
Brewster TX,TX,3400,9232,9173
Crane TX,TX,3400,4375,4950
Culberson TX,TX,3400,2398,2266
Gaines TX,TX,3400,17526,19425
Hudspeth TX,TX,3400,3476,3211
Jeff Davis TX,TX,3400,2342,2204
Loving TX,TX,3400,82,86
Pecos TX,TX,3400,15507,15893
Presidio TX,TX,3400,7818,6976
Reeves TX,TX,3400,13783,14349
Terrell TX,TX,3400,984,927
Ward TX,TX,3400,10658,11625
Winkler TX,TX,3400,7110,7821
El Paso TX,TX,3501,132440,137872.269
El Paso TX,TX,3502,109942,114451.472
El Paso TX,TX,3503,109621,114117.306
El Paso TX,TX,3504,288016,299829.503
El Paso TX,TX,3505,160628,167216.451
Blanco TX,TX,3600,10497,10812
Brown TX,TX,3600,38106,37653
Burnet TX,TX,3600,42750,44943
Coleman TX,TX,3600,8895,8430
Hamilton TX,TX,3600,8517,8199
Lampasas TX,TX,3600,19677,20156
Llano TX,TX,3600,19301,19510
Mills TX,TX,3600,4936,4870
San Saba TX,TX,3600,6131,5622
Bell TX,TX,3701,127220,134972.491
Bell TX,TX,3702,154513,163928.663
Bell TX,TX,3703,28502,30238.846
Coryell TX,TX,3703,75388,75562
McLennan TX,TX,3801,103636,107401.478
McLennan TX,TX,3802,131270,136039.522
Austin TX,TX,3900,28417,29114
Burleson TX,TX,3900,17187,17253
Freestone TX,TX,3900,4,3.989
Grimes TX,TX,3900,26596,27163.829
Leon TX,TX,3900,16801,16861
Madison TX,TX,3900,13664,13861
Robertson TX,TX,3900,16622,16500
Washington TX,TX,3900,33718,34438
Brazos TX,TX,4000,194851,209152
Houston TX,TX,4100,23732,22741
Polk TX,TX,4100,45410,46075.956
San Jacinto TX,TX,4100,26384,27099
Trinity TX,TX,4100,14585,14224
Walker TX,TX,4100,67861,69789
Hardin TX,TX,4200,54635,55621
Orange TX,TX,4200,81837,83433
Jefferson TX,TX,4300,118296,118278.181
Jefferson TX,TX,4400,133977,133956.819
Montgomery TX,TX,4501,188827,215012.76
Chambers TX,TX,4502,35096,38145
Liberty TX,TX,4502,75643,78117
Montgomery TX,TX,4502,136945,155935.975
Polk TX,TX,4502,3,3.044
Grimes TX,TX,4503,8,8.171
Montgomery TX,TX,4503,129974,147998.265
Waller TX,TX,4503,43205,46820
Harris TX,TX,4601,119119,129274.735
Harris TX,TX,4602,140552,152535.05
Harris TX,TX,4603,123000,133486.618
Harris TX,TX,4604,145239,157621.649
Harris TX,TX,4605,124520,135136.208
Harris TX,TX,4606,128193,139122.358
Harris TX,TX,4607,154728,167919.654
Harris TX,TX,4608,133706,145105.38
Harris TX,TX,4609,114811,124599.448
Harris TX,TX,4610,128420,139368.711
Harris TX,TX,4611,127533,138406.088
Harris TX,TX,4612,138810,150644.532
Harris TX,TX,4613,135013,146523.811
Harris TX,TX,4614,158614,172136.962
Harris TX,TX,4615,169505,183956.497
Harris TX,TX,4616,156214,169532.346
Harris TX,TX,4617,289725,314426.1
Harris TX,TX,4618,254377,276064.434
Harris TX,TX,4619,220946,239783.205
Harris TX,TX,4620,136785,148446.886
Harris TX,TX,4621,242991,263707.697
Harris TX,TX,4622,205646,223178.772
Harris TX,TX,4623,236602,256773.99
Harris TX,TX,4624,158367,171868.904
Harris TX,TX,4625,149043,161749.967
Fort Bend TX,TX,4701,378044,442606.133
Fort Bend TX,TX,4702,207331,242738.867
Brazoria TX,TX,4801,136865,147772.559
Brazoria TX,TX,4802,176301,190351.441
Galveston TX,TX,4901,107139,115557.225
Galveston TX,TX,4902,184170,198640.775
Colorado TX,TX,5000,20874,20719
Lavaca TX,TX,5000,19263,19721
Matagorda TX,TX,5000,36702,36519
Wharton TX,TX,5000,41280,41168
Bastrop TX,TX,5100,74171,78069
Caldwell TX,TX,5100,38066,39810
Fayette TX,TX,5100,24554,24833
Lee TX,TX,5100,16612,16742
Milam TX,TX,5100,24757,24256
Williamson TX,TX,5201,227095,262861.956
Williamson TX,TX,5202,195581,226384.571
Travis TX,TX,5301,184134,206943.249
Travis TX,TX,5302,175515,197256.586
Travis TX,TX,5303,197922,222439.211
Travis TX,TX,5304,170167,191246.113
Williamson TX,TX,5304,3,3.472
Travis TX,TX,5401,290873,326904.339
Hays TX,TX,5402,157107,185025
Travis TX,TX,5402,5655,6355.502
Comal TX,TX,5500,108472,123694
Guadalupe TX,TX,5500,131533,147250
Bexar TX,TX,5601,97550,105576.498
Bexar TX,TX,5602,109166,118148.273
Bexar TX,TX,5603,115784,125310.807
Bexar TX,TX,5604,131404,142216.034
Bexar TX,TX,5605,192168,207979.749
Bexar TX,TX,5606,182987,198043.328
Bexar TX,TX,5607,209404,226633.942
Bexar TX,TX,5608,123909,134104.339
Bexar TX,TX,5609,202902,219596.951
Bexar TX,TX,5610,198569,214907.428
Bexar TX,TX,5611,150930,163348.65
Atascosa TX,TX,5700,44911,47774
DeWitt TX,TX,5700,20097,20684
Goliad TX,TX,5700,7210,7549
Gonzales TX,TX,5700,19807,20462
Karnes TX,TX,5700,14824,14906
Medina TX,TX,5700,5,5.205
Wilson TX,TX,5700,42918,46402
Bandera TX,TX,5800,20485,20892
Frio TX,TX,5800,17217,18531
Gillespie TX,TX,5800,24837,25520
Kendall TX,TX,5800,33410,38880
Kerr TX,TX,5800,49625,50562
Medina TX,TX,5800,46001,47888.795
Dimmit TX,TX,5900,9996,11089
Edwards TX,TX,5900,2002,1879
Kinney TX,TX,5900,3598,3526
La Salle TX,TX,5900,6886,7474
Maverick TX,TX,5900,54258,57023
Real TX,TX,5900,3309,3371
Uvalde TX,TX,5900,26405,27117
Val Verde TX,TX,5900,48879,48974
Zavala TX,TX,5900,11677,12267
Webb TX,TX,6000,250304,266673
Aransas TX,TX,6100,23158,24972
Bee TX,TX,6100,31861,32863
Duval TX,TX,6100,11782,11533
Jim Wells TX,TX,6100,40838,41353
Live Oak TX,TX,6100,11531,12091
McMullen TX,TX,6100,707,805
Refugio TX,TX,6100,7383,7302
Calhoun TX,TX,6200,21381,21797
Jackson TX,TX,6200,14075,14739
Victoria TX,TX,6200,86793,91081
Nueces TX,TX,6301,121360,127066.602
Nueces TX,TX,6302,183853,192498.154
Nueces TX,TX,6400,35010,36656.244
San Patricio TX,TX,6400,64804,66915
Brooks TX,TX,6500,7223,7194
Jim Hogg TX,TX,6500,5300,5255
Kenedy TX,TX,6500,416,400
Kleberg TX,TX,6500,32061,32190
Starr TX,TX,6500,60968,62955
Willacy TX,TX,6500,22134,21903
Zapata TX,TX,6500,14018,14319
Hidalgo TX,TX,6600,124153,133175.445
Hidalgo TX,TX,6701,175339,188081.233
Hidalgo TX,TX,6702,147839,158582.753
Hidalgo TX,TX,6703,163659,175552.424
Hidalgo TX,TX,6704,163779,175681.145
Cameron TX,TX,6800,170626,176578.714
Cameron TX,TX,6900,235594,243813.286
Box Elder UT,UT,100,49975,51518
Cache UT,UT,100,112656,118343
Rich UT,UT,100,2264,2293
Tooele UT,UT,100,58218,61598
Weber UT,UT,200,231236,240475
Davis UT,UT,301,172876,185969.786
Davis UT,UT,302,133603,143722.214
Carbon UT,UT,400,21403,20660
Daggett UT,UT,400,1059,1117
Duchesne UT,UT,400,18607,20380
Emery UT,UT,400,10976,10631
Grand UT,UT,400,9225,9429
Morgan UT,UT,400,9469,10608
San Juan UT,UT,400,14746,15251
Summit UT,UT,400,36324,39105
Uintah UT,UT,400,32588,36867
Wasatch UT,UT,400,23530,27714
Salt Lake UT,UT,501,185869,197076.685
Salt Lake UT,UT,502,181299,192231.119
Utah UT,UT,502,33,35.837
Salt Lake UT,UT,503,150249,159308.84
Salt Lake UT,UT,504,147589,156488.445
Salt Lake UT,UT,505,113791,120652.465
Salt Lake UT,UT,506,127585,135278.227
Salt Lake UT,UT,507,123273,130706.219
Utah UT,UT,601,158140,171735.6
Utah UT,UT,602,112570,122247.859
Utah UT,UT,603,245821,266954.704
Beaver UT,UT,700,6629,6461
Garfield UT,UT,700,5172,5024
Iron UT,UT,700,46163,47269
Juab UT,UT,700,10246,10486
Kane UT,UT,700,7125,7254
Millard UT,UT,700,12503,12606
Piute UT,UT,700,1556,1484
Sanpete UT,UT,700,27822,28477
Sevier UT,UT,700,20802,20773
Washington UT,UT,700,138115,151948
Wayne UT,UT,700,2778,2723
Arlington VA,VA,100,207627,226908
Alexandria city VA,VA,100,10,10.758
Alexandria city VA,VA,200,139956,150564.242
Fairfax VA,VA,301,212204,223152.733
Falls Church city VA,VA,301,12332,13601
Fairfax VA,VA,302,201992,212413.842
Fairfax VA,VA,303,188724,198461.275
Fairfax city VA,VA,303,22565,24483
Fairfax VA,VA,304,175262,184304.699
Fairfax VA,VA,305,303544,319205.45
Frederick VA,VA,400,78305,82377
Shenandoah VA,VA,400,41993,43021
Winchester city VA,VA,400,26203,27543
Fauquier VA,VA,501,2,2.093
Prince William VA,VA,501,170577,189286.064
Manassas city VA,VA,501,37821,42081
Manassas Park city VA,VA,501,14273,15174
Prince William VA,VA,502,231425,256807.936
Clarke VA,VA,600,14034,14423
Fauquier VA,VA,600,65201,68245.907
Loudoun VA,VA,600,312311,363050
Warren VA,VA,600,37575,38987
Louisa VA,VA,700,33153,34348
Madison VA,VA,700,13308,13157
Orange VA,VA,700,33481,35026
Page VA,VA,700,24042,23848
Rappahannock VA,VA,700,7373,7361
Rockingham VA,VA,700,76314,78171
Harrisonburg city VA,VA,700,48914,52478
King George VA,VA,800,23584,25371
Stafford VA,VA,800,128961,139992
Culpeper VA,VA,900,46689,49166
Spotsylvania VA,VA,900,122380,129170.057
Fredericksburg city VA,VA,900,24286,28350
Albemarle VA,VA,1000,98970,104489
Fluvanna VA,VA,1000,25691,26092
Greene VA,VA,1000,18403,19031
Charlottesville city VA,VA,1000,43475,45593
Alleghany VA,VA,1100,16250,15820
Augusta VA,VA,1100,73750,73862
Bath VA,VA,1100,4731,4563
Craig VA,VA,1100,5190,5234
Highland VA,VA,1100,2321,2248
Nelson VA,VA,1100,15020,14850
Rockbridge VA,VA,1100,22307,22327
Buena Vista city VA,VA,1100,6650,6603
Covington city VA,VA,1100,5961,5802
Lexington city VA,VA,1100,7042,7311
Staunton city VA,VA,1100,23746,24538
Waynesboro city VA,VA,1100,21006,21366
Henrico VA,VA,1200,4,4.195
Richmond city VA,VA,1200,204202,217840.199
Henrico VA,VA,1300,306931,321919.805
Richmond city VA,VA,1300,12,12.801
Chesterfield VA,VA,1400,316236,332499
Goochland VA,VA,1500,21717,21936
Hanover VA,VA,1500,99863,101918
Powhatan VA,VA,1500,28046,28449
Roanoke city VA,VA,1600,97027,99422.877
Salem city VA,VA,1600,24802,25483
Botetourt VA,VA,1700,33148,33100
Roanoke VA,VA,1700,92376,93785
Roanoke city VA,VA,1700,5,5.123
Amherst VA,VA,1800,32353,32041
Bedford VA,VA,1800,68676,70117
Campbell VA,VA,1800,54842,54885
Bedford city VA (D),VA,1800,6222,6466
Lynchburg city VA,VA,1800,75568,79047
Accomack VA,VA,1900,33164,33021
Caroline VA,VA,1900,28545,29778
Essex VA,VA,1900,11151,11103
King and Queen VA,VA,1900,6945,7175
King William VA,VA,1900,15935,16186
Lancaster VA,VA,1900,11391,11044
Middlesex VA,VA,1900,10959,10696
Northampton VA,VA,1900,12389,12121
Northumberland VA,VA,1900,12330,12251
Richmond VA,VA,1900,9254,8902
Spotsylvania VA,VA,1900,17,17.943
Westmoreland VA,VA,1900,17454,17477
York VA,VA,2000,263,266.527
Newport News city VA,VA,2000,180717,182962.975
Hampton city VA,VA,2100,137436,136879
Gloucester VA,VA,2200,36858,37141
James City VA,VA,2200,67009,72583
Mathews VA,VA,2200,8978,8836
York VA,VA,2200,65201,66075.473
Newport News city VA,VA,2200,2,2.025
Poquoson city VA,VA,2200,12150,12048
Williamsburg city VA,VA,2200,14068,14691
Charles City VA,VA,2300,7256,7023
Dinwiddie VA,VA,2300,28001,27859
New Kent VA,VA,2300,18429,20021
Prince George VA,VA,2300,35725,37333
Colonial Heights city VA,VA,2300,17411,17731
Hopewell city VA,VA,2300,22591,22196
Petersburg city VA,VA,2300,32420,32701
Floyd VA,VA,2400,15279,15578
Giles VA,VA,2400,17286,16815
Montgomery VA,VA,2400,94392,97244
Pulaski VA,VA,2400,34872,34322
Radford city VA,VA,2400,16408,17646
Dickenson VA,VA,2500,15903,15308
Lee VA,VA,2500,25587,24951
Russell VA,VA,2500,28897,28023
Wise VA,VA,2500,41452,39935
Norton city VA,VA,2500,3958,4031
Scott VA,VA,2600,23177,22384
Smyth VA,VA,2600,32208,31555
Washington VA,VA,2600,54876,54729
Bristol city VA,VA,2600,17835,17184
Bland VA,VA,2700,6824,6625
Buchanan VA,VA,2700,24098,23106
Carroll VA,VA,2700,30042,29621
Grayson VA,VA,2700,15533,15093
Tazewell VA,VA,2700,45078,43452
Wythe VA,VA,2700,29235,29121
Galax city VA,VA,2700,7042,7014
Virginia Beach city VA,VA,2801,120279,123845.129
Virginia Beach city VA,VA,2802,156722,161368.62
Virginia Beach city VA,VA,2803,160993,165766.251
Norfolk city VA,VA,2900,242803,245428
Chesapeake city VA,VA,3000,222209,233371
Isle of Wight VA,VA,3100,35270,36007
Portsmouth city VA,VA,3100,95535,96004
Suffolk city VA,VA,3100,84585,86806
Brunswick VA,VA,3200,17434,16498
Greensville VA,VA,3200,12243,11681
Lunenburg VA,VA,3200,12914,12466
Mecklenburg VA,VA,3200,32727,31192
Southampton VA,VA,3200,18570,18059
Surry VA,VA,3200,7058,6790
Sussex VA,VA,3200,12087,11767
Emporia city VA,VA,3200,5927,5462
Franklin city VA,VA,3200,8582,8526
Franklin VA,VA,3300,56159,56358
Henry VA,VA,3300,54151,52081
Patrick VA,VA,3300,18490,18264
Martinsville city VA,VA,3300,13821,13711
Amelia VA,VA,3400,12690,12855
Appomattox VA,VA,3400,14973,15279
Buckingham VA,VA,3400,17146,16913
Charlotte VA,VA,3400,12586,12225
Cumberland VA,VA,3400,10052,9827
Halifax VA,VA,3400,36241,35200
Nottoway VA,VA,3400,15853,15579
Prince Edward VA,VA,3400,23368,23074
Pittsylvania VA,VA,3500,63506,62383
Danville city VA,VA,3500,43055,42444
Chittenden VT,VT,100,156545,160531
Franklin VT,VT,100,47746,48642
Grand Isle VT,VT,100,6970,6994
Caledonia VT,VT,200,31227,30981
Essex VT,VT,200,6306,6125
Lamoille VT,VT,200,24475,25082
Orange VT,VT,200,15,14.96
Orleans VT,VT,200,27231,27082
Washington VT,VT,200,59529,58993.045
Orange VT,VT,300,28921,28844.04
Washington VT,VT,300,5,4.955
Windham VT,VT,300,44513,43714
Windsor VT,VT,300,56670,56014
Addison VT,VT,400,36821,37009
Bennington VT,VT,400,37125,36445
Rutland VT,VT,400,61642,60086
Whatcom WA,WA,100,201140,208351
Island WA,WA,200,78506,79275
San Juan WA,WA,200,15769,16015
Skagit WA,WA,200,116901,120365
Chelan WA,WA,300,72453,74588
Douglas WA,WA,300,38431,39804
Kittitas WA,WA,300,40915,42522
Okanogan WA,WA,300,41120,41290
Adams WA,WA,400,18728,19179
Ferry WA,WA,400,7551,7667
Grant WA,WA,400,89120,93147
Lincoln WA,WA,400,10570,10250
Pend Oreille WA,WA,400,13001,12985
Stevens WA,WA,400,43531,43650
Spokane WA,WA,500,205851,211572.372
Spokane WA,WA,601,128926,132509.337
Spokane WA,WA,602,136444,140236.291
Asotin WA,WA,700,21623,22189
Columbia WA,WA,700,4078,3985
Garfield WA,WA,700,2266,2215
Walla Walla WA,WA,700,58781,59844
Whitman WA,WA,700,44776,46827
Benton WA,WA,800,175169,186477.484
Franklin WA,WA,800,78163,87809
Benton WA,WA,901,8,8.516
Yakima WA,WA,901,109865,111877.73
Yakima WA,WA,902,133366,135809.27
Snohomish WA,WA,1001,156321,166455.837
Snohomish WA,WA,1002,163854,174477.227
Snohomish WA,WA,1003,132978,141599.428
Snohomish WA,WA,1004,124896,132993.444
Snohomish WA,WA,1005,135286,144057.064
Cowlitz WA,WA,1100,102410,102133
Klickitat WA,WA,1100,20318,20861
Skamania WA,WA,1100,11066,11340
Wahkiakum WA,WA,1100,3978,4067
Thurston WA,WA,1201,128730,135663.429
Thurston WA,WA,1202,123534,130187.571
King WA,WA,1300,18,19.386
Pierce WA,WA,1300,198647,207815.4
King WA,WA,1401,35,37.695
Pierce WA,WA,1401,174882,182953.545
Pierce WA,WA,1402,196909,205997.184
Pierce WA,WA,1403,103225,107989.271
Pierce WA,WA,1404,121553,127163.185
Grays Harbor WA,WA,1500,72797,70818
Lewis WA,WA,1500,75455,75128
Pacific WA,WA,1500,20920,20561
Clallam WA,WA,1600,71404,72715
Jefferson WA,WA,1600,29872,30228
Mason WA,WA,1600,60699,60711
Kitsap WA,WA,1701,123226,124722.575
Kitsap WA,WA,1702,127907,129460.425
Pierce WA,WA,1702,9,9.415
King WA,WA,1801,137644,148243.431
King WA,WA,1802,118748,127892.323
King WA,WA,1803,116891,125892.323
King WA,WA,1804,107411,115682.305
King WA,WA,1805,127864,137710.311
King WA,WA,1900,119604,128814.24
King WA,WA,2001,125947,135645.69
King WA,WA,2002,146024,157268.742
King WA,WA,2003,135254,145669.386
King WA,WA,2004,136625,147145.962
King WA,WA,2005,123804,133337.666
King WA,WA,2006,129717,139706.003
King WA,WA,2007,120781,130081.877
King WA,WA,2008,136190,146677.464
King WA,WA,2009,148692,160142.195
Clark WA,WA,2101,128191,135919.595
